,listing_id,id,review_date,reviewer_id,reviewer_name,comments,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,review_year,review_month,review_day
582232,30571370,365282781,2019-01-01,157032683,Blerim,"Beautiful environment, so cosy place 
Outstanding view and so comfy house.
Great host , definitely we recommend this place .",Maison au calme et à 10 minutes de montreux,71508717,Guillaume,Riviera-Pays-d'Enhaut,Blonay,46.46393,6.90722,Entire home/apt,130,2019,01,01
582250,30580434,403565508,2019-01-21,27994760,Emmanuelle,"Vous pouvez réserver ce logement les yeux fermés, tout est parfait !","Superbe situation, très lumineux, 3 chambres",8382530,Marie Jo,Lausanne,Lausanne,46.5147,6.62533,Entire home/apt,110,2019,01,21
582346,30580434,587686373,2020-01-03,4939282,Ele,"Everything was great at Marie Jo's place. Big apartment, great location in Laussane! Very well equipped kithchen and bathroom (a lot of usefull extra towels). Communication with her was fast and reliable. Would come back if back in Switzerland! Thanks!","Superbe situation, très lumineux, 3 chambres",8382530,Marie Jo,Lausanne,Lausanne,46.5147,6.62533,Entire home/apt,110,2020,01,03
582350,30580434,596641110,2020-01-23,34518972,Deborah,"This is a really lovely apartment in a very nice area in town, located between the main part of town and the waterfront.  The apartment is on the third floor but there is a lift if you don’t like walking.  The beds are comfortable and the kitchen is well equipped making it easy to cook our own meals, a must in Switzerland because it is very expensive to eat out!  Would definitely stay here again.  Many thanks to Marie Jo for also receiving my mail for me and having it available for when we checked it.","Superbe situation, très lumineux, 3 chambres",8382530,Marie Jo,Lausanne,Lausanne,46.5147,6.62533,Entire home/apt,110,2020,01,23
582366,30637958,365469089,2019-01-01,82022681,Thomas,Logement très propre avec un lit parfait et très grand !,"Studio calme et cosy, proche du centre-ville",19719562,Julie,Lausanne,Lausanne,46.54208,6.624910000000001,Entire home/apt,58,2019,01,01
582370,30637958,366771690,2019-01-03,121099843,Laura,Je vous recommande vraiment ce studio !,"Studio calme et cosy, proche du centre-ville",19719562,Julie,Lausanne,Lausanne,46.54208,6.624910000000001,Entire home/apt,58,2019,01,03
582382,30670223,366054690,2019-01-02,29304626,László,"Nicole is a nice host, who tried to help us much as possible. It was a little bit hard to understand her English but still understandable.",Magnifique 2 pièces mansardé,105199438,Nicole,Lausanne,Lausanne,46.53269,6.63155,Entire home/apt,74,2019,01,02
582402,30680980,365377186,2019-01-01,40766274,Marianne,"Un appartement extrêmement bien situé, un hôte très réactif et à disposition, la literie est confortable. Un très bon séjour ! Merci!",Apartment 5 minutes from the train station,97147049,Ali,Lausanne,Lausanne,46.5153,6.62482,Entire home/apt,125,2019,01,01
582406,30680980,403169197,2019-01-20,7458237,Gilles,"Nous avons passé un très bon séjour, l'appartement est propre, calme et lumineux.",Apartment 5 minutes from the train station,97147049,Ali,Lausanne,Lausanne,46.5153,6.62482,Entire home/apt,125,2019,01,20
582474,30680980,585824156,2020-01-01,170358251,Julien,Appartement très bien situé. La literie est de bonne qualité! Très bien  pour ces quelques nuits passé à Lausanne.,Apartment 5 minutes from the train station,97147049,Ali,Lausanne,Lausanne,46.5153,6.62482,Entire home/apt,125,2020,01,01
582486,30683327,366079008,2019-01-02,167462985,M.,"L'appartement est idéalement situé,  très cosy , calme et spacieux. Ce fut un tres bon sejour , dans un appartement très bien entretenu et bien aménagé , ou on se sent "" comme a la maison "" .
La communication a été tres simple au vu de la rapidité des reponses , un accueil tres chaleureux avec beaucoup de petites attention.  
Un gros plus pour l equimement cuisine vraiment complet. 
Idéal pour un petit séjour a Lausanne.",Très bel appart de 3.5p - Quartier calme Sous-Gare,229667111,Bienvenue,Lausanne,Lausanne,46.51419,6.62741,Entire home/apt,150,2019,01,02
582498,30699617,366230564,2019-01-02,231470739,Aurelie,Petit studio près du centre du village. Très sympathique!,Charming studio for 3 p. Ideal for ski holidays!,20480979,Nicolas,Aigle,Ormont-Dessus,46.34956,7.16405,Entire home/apt,118,2019,01,02
582506,30720428,367189369,2019-01-04,45439443,Mihyeun,C'était un appartement confortable et très jolie.,Ouchy - bord du lac- Joli appartement avec jardin,28441249,Anne-Laure,Lausanne,Lausanne,46.509840000000004,6.6269800000000005,Entire home/apt,87,2019,01,04
582509,30720428,402667260,2019-01-19,98509753,Sami Uddin,Excellent place at a great location. Short walk from the metro station. Ann has been a great host. Loved the stay,Ouchy - bord du lac- Joli appartement avec jardin,28441249,Anne-Laure,Lausanne,Lausanne,46.509840000000004,6.6269800000000005,Entire home/apt,87,2019,01,19
582533,30726984,589534268,2020-01-06,260557288,Michel,"Très bel appartement, propre,sécuritaire et bien situé. Commodités complète pour cuisine et salle de bain. J’y retournerais sans aucune hésitation.",Cosy apartment,18252154,Sandra,Lausanne,Lausanne,46.517379999999996,6.64243,Entire home/apt,80,2020,01,06
582536,30726984,599787861,2020-01-31,138377187,Jérôme,Tout a fait satisfait du lieu et de la réactivité de Sandra suite a mes questions. Je conserve précieusement l'adresse pour un éventuel prochain déplacement.,Cosy apartment,18252154,Sandra,Lausanne,Lausanne,46.517379999999996,6.64243,Entire home/apt,80,2020,01,31
582547,30758807,367222144,2019-01-04,9752376,Laurence,"Famille de 3 générations enchantée par une semaine de Nouvel-An chez vous. Très bel appartement spacieux, lumineux, très bien agencé et  équipé haut de gamme ! Grand balcon avec vue imprenable. Résidence très bien entretenue avec table de ping-pong.
Merci aussi à Séverine pour vos réponses rapides à mes questions et flexibilité.",Modern chalet with amazing view,230162049,Severine,Aigle,Ollon,46.31205,7.0625800000000005,Entire home/apt,220,2019,01,04
582571,30760500,400803768,2019-01-13,235405212,Bernard,A bientôt !,Lovely Studio Bristol with swimming-pool Villars,117597070,Julien - Rent To Go Sàrl,Aigle,Ollon,46.293490000000006,7.055039999999999,Entire home/apt,106,2019,01,13
582575,30760500,403095779,2019-01-20,8578137,Marie-Laure,"Super studio, idéalement placé, propre, bien décoré avec tout le nécessaire et même plus...
Nous avons passé un super séjour de ski à Villars grâce à Julien et sa disponibilité, je le recommande vivement!!!",Lovely Studio Bristol with swimming-pool Villars,117597070,Julien - Rent To Go Sàrl,Aigle,Ollon,46.293490000000006,7.055039999999999,Entire home/apt,106,2019,01,20
582639,30776174,366696693,2019-01-03,68890557,Inna,"My friends and I started off the new year in the flat and it was wonderful. The flat was well equipped, conveniently located, and very clean. Johan was very communicative, and provided us with helpful details regarding the flat and its surroundings. There was some misunderstanding between him and airbnb regarding the pricing, which required a price update on our side, but he handled it very pleasantly. Overall, highly recommended!",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,03
582643,30776174,367134315,2019-01-04,116101298,Dominique,"Très bel appartement avec vue sur le lac Léman. Conforme aux photos. 
Linge de lit et serviettes très propres. 
Lits confortables. 
Bon quartier . Explications très claires.",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,04
582647,30776174,368078848,2019-01-06,9535665,Damien,"Position is good (very close to Montreux and Vevey).
Check-in super easy.
Big flat.",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,06
582651,30776174,369088048,2019-01-09,171373638,Kerry,The apartment is very big with plenty of room for our family. Is had a lovely view of the lake.,New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,09
582655,30776174,369321732,2019-01-10,189091485,Diego,Awesome view!!! Everything was great and the host very friendly.,New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,10
582659,30776174,400456196,2019-01-12,55370042,Cindy,"the apartment is spatial with mountain view. The apartment needs better presentation since the photos online do not give its justice.  beds r comfy, bathroom is clean. the kitchen is well equipped. is a 3mins drive to downtown Montreux. parking could be a bit tricky around the area. the host gave us good parking direction however he wasn't quite responsive after we had checked in. overall is a good deal and we have enjoyed our stay.",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,12
582663,30776174,400880008,2019-01-13,152793565,Judicleide,"L'appartement est grand, confortable et impeccablement propre, c'est très agréable. Il manquait juste un peu de décoration pour donner une touche personnelle et rendre l'appart plus chaleureux. Merci Johan et à bientôt qui sait !",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,13
582667,30776174,403073979,2019-01-20,370224,Tony,Muy bien todo,New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2019,01,20
582979,30776174,587507053,2020-01-03,6792894,Mary,"Nice very spacious apartment, great location!",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2020,01,03
582983,30776174,588265304,2020-01-04,54719405,Cas,"Vreselijk appartement, onpersoonlijk en duidelijk alleen bedoeld voor de korte verhuur. Minieme voorzieningen, alleen het hoogst noodzakelijke is aanwezig. Vermijden!",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2020,01,04
582987,30776174,594806159,2020-01-19,33846742,Christophe,"logement conforme aux photos, propre bien équipé au calme et proche du lac.",New-Whole apartment with view on the lake,149399799,Johan,Riviera-Pays-d'Enhaut,Montreux,46.44327,6.88912,Entire home/apt,130,2020,01,19
583017,30809593,402405941,2019-01-18,151955956,Cyril,parfait! toujours un plaisir de venir chez vous! je recommande.,Double Room Vaudaire,3410243,Véronique Louise,Riviera-Pays-d'Enhaut,Montreux,46.432559999999995,6.91885,Hotel room,150,2019,01,18
583101,30883046,367574993,2019-01-05,11779424,John,"Breathtaking views and location !!  Warm , cozy and spacious place . Close to the slopes it’s a fantastic experience for winter groups ! Also Great fireplace !  Our hosts were friendly , helpful and quick to respond to any questions . 
We’ll definitely stay again !",Simple chalet on the ski slopes,229851822,Daria,Aigle,Ollon,46.30675,7.05425,Entire home/apt,360,2019,01,05
583129,30883782,366138812,2019-01-02,72159424,Andreas,"Wir verbrachten 3 Nächte in dieser Unterkunft. Super Ausstattung mit WLAN, Fernseher, Geschirrspüler, Garagenplatz, ... Einfach super und sehr zu empfehlen!",Lovely apartment with a stunning view,229851822,Daria,Aigle,Ollon,46.30157,7.04205,Entire home/apt,100,2019,01,02
583133,30883782,368024710,2019-01-06,42221905,Pauline,Appartement d’exception dans un charmant chalet situé proche des pistes de ski. L’appartement est propre et très bien équipé. Nous vous recommandons cette adresse.,Lovely apartment with a stunning view,229851822,Daria,Aigle,Ollon,46.30157,7.04205,Entire home/apt,100,2019,01,06
583149,30883782,586724252,2020-01-02,12667740,Jean-François,"A great place to stay at Villars.
Warmly recommended.",Lovely apartment with a stunning view,229851822,Daria,Aigle,Ollon,46.30157,7.04205,Entire home/apt,100,2020,01,02
583165,30894657,402120389,2019-01-17,24154152,Melanie,Tout a été parfait! mon père s’est senti très bien acceuilli! merci pour tout et à très bientôt,Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2019,01,17
583169,30894657,402422934,2019-01-18,233686729,Hajri,top,Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2019,01,18
583173,30894657,404258355,2019-01-23,45916760,Francoise,Excellent accueil. J’ai eu bcp de plaisir de faire la connaissance de Teresa et de sa fille Anna. Le courant est très vite passé entre nous. Tout était parfait pour moi. Je recommande vivement  cet hébergement.,Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2019,01,23
583177,30894657,406893383,2019-01-31,234475366,Christophe,Très content de ma première expérience airbnb. Appartement très bien situé et très bon accueil de Teresa. Je recommande sans problème et je reviendrai sûrement.,Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2019,01,31
583461,30894657,591907211,2020-01-12,176368061,Marina,"C’est la deuxième fois que je suis chez Terresa et c’est vraiment avec plaisir de vivre avec elle. C’est vraiment comme à la maison.
Je recommande vivement",Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2020,01,12
583465,30894657,593884457,2020-01-17,176368061,Marina,"Encore un très bon séjour chez Terresa.
Je recommande vivement !!!",Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2020,01,17
583469,30894657,598504639,2020-01-27,168103905,Sabine,accueil chaleureux et convivial,Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2020,01,27
583473,30894657,599512602,2020-01-30,47380973,Prashant,Always a pleasure staying at Teresa's. Plenty of privacy and great hospitality.,Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2020,01,30
583477,30894657,599846453,2020-01-31,331794103,Yacine,"Merci à Teresa pour son accueil de grande qualité je me suis senti comme à la maison , très pratique ✅",Sweet home,195419218,Teresa,Morges,Morges,46.51879,6.5080800000000005,Private room,45,2020,01,31
583545,30899967,590587116,2020-01-09,314093457,Chenglu,"非常细心的房东,每个环节都交代得很清楚,甚至准备了各种急需的药品｡房间里有几乎涵盖所有语言的电视频道｡交通非常方便,从火车站坐车上来3､21路四站就到房门口｡步行到市中心只需十分钟,很好的体验,大家可以不用犹豫地来选定｡",Large flat in the heart of Lausanne,1233452,Jean Philippe,Lausanne,Lausanne,46.52408,6.62494,Entire home/apt,90,2020,01,09
583549,30899967,595489137,2020-01-20,280850464,Claudio,"Very Nice place, super close to the city center and transports. Well designed to be an airbnb!",Large flat in the heart of Lausanne,1233452,Jean Philippe,Lausanne,Lausanne,46.52408,6.62494,Entire home/apt,90,2020,01,20
583553,30899967,599157660,2020-01-29,28484362,Clement,"Appartement confortable et très bien situé, proche métro, gare et centre ville.
Vivement recommande !",Large flat in the heart of Lausanne,1233452,Jean Philippe,Lausanne,Lausanne,46.52408,6.62494,Entire home/apt,90,2020,01,29
583565,30905144,365329310,2019-01-01,227439222,Marie,"Je recommande vivement ce superbe appartement, bien placé, bien agencé, très propre et vue imprenable sur Lausanne. Coucher de soleil mémorable. A louer sans hésiter !",Stunning attic apartment in the center of Lausanne,9683491,Siham,Lausanne,Lausanne,46.526509999999995,6.6181,Entire home/apt,200,2019,01,01
583573,30905144,588814608,2020-01-05,36685680,Adrien,"Superbe séjour chez Siham, l’appartement dispose d’une vue exceptionnelle sur le lac Léman. L’appartement est très propre et grand. Tout était parfait. Siham est très réactive quand on a des questions. Merci encore",Stunning attic apartment in the center of Lausanne,9683491,Siham,Lausanne,Lausanne,46.526509999999995,6.6181,Entire home/apt,200,2020,01,05
583577,30905144,593194373,2020-01-15,319256632,Remco,"Wonderfull appartement, good communication. Parking is an issue in Laussanne. We found a longterm parking on the edge of Laussanne and used some Ubers. We've enjoyed out stay very much in this stunning appartement (what a view!!!) and Siham communicated perfect.",Stunning attic apartment in the center of Lausanne,9683491,Siham,Lausanne,Lausanne,46.526509999999995,6.6181,Entire home/apt,200,2020,01,15
583591,30926483,365485007,2019-01-01,4370162,Natalia +  Philip = Sophie,"We really enjoyed our stay at Theo's apartment in Rougemont. 
The place is located about 10-15min from the center of Gstaad, and about 10min from Château-d'Œx, that offers some cultural activities, also for kids. Our daughter had a blast sliding at the 'Jardin des neiges'.

The cable car for La Videmanette with a quite large skiable domain (taking you also to ski in Gstaad) is just 5 mins by car from the flat. It's also reachable by a free shuttle ski bus from Theo's place.

The apartment is nice and offers what you need for your stay at the mountains, the living room is spacious, the kitchen appliances are quite complete, the heating works very well, and is quite sunny during the day. The place is very charming with a beautiful view!

Theo mentioned he will be improving the apartment and we are looking forward to coming back and discovering the changes, as we are sure it will look amazing. 

Communicating with Theo was easy, he is very accessible and seems to be a very nice guy, even if we haven't met personally :)","Appartment in best location of Rougemont, Gstaad",62284306,Théo,Riviera-Pays-d'Enhaut,Rougemont,46.49042,7.2203,Entire home/apt,140,2019,01,01
583631,30941658,401876267,2019-01-16,88559836,Nicolas,"Très bon accueil 
Estelle et son mari se sont montrés toujours disponibles et serviables 
Une vue magnifique et un appartement très agréable 
Parfait pour un séjour en suisse","Appartement 1,5 pièce T1 bis, 10min de Lausanne",27677012,Estelle,Lavaux-Oron,Savigny,46.53383,6.72394,Entire home/apt,58,2019,01,16
583759,30941658,585804626,2020-01-01,49056661,Seoyoon,"Such a nice days in this Flat. I was very suprised with this clean an cozy flat. In addition the view in room was so amayzing. The location is not so near to Lausanne but it is okay. 10 min by foot to go to the bus station, but it is not boring, due to the fantastic nature. At night, I could see a milkyway. Thank you.","Appartement 1,5 pièce T1 bis, 10min de Lausanne",27677012,Estelle,Lavaux-Oron,Savigny,46.53383,6.72394,Entire home/apt,58,2020,01,01
583763,30941658,598458795,2020-01-27,211689558,Kevin,"Jolie studio, fonctionnel et une très belle vue. Idéal si l’ont cherche du calme. Je recommande et reviendrai avec plaisir.","Appartement 1,5 pièce T1 bis, 10min de Lausanne",27677012,Estelle,Lavaux-Oron,Savigny,46.53383,6.72394,Entire home/apt,58,2020,01,27
583791,30947845,366759898,2019-01-03,5148630,Mathias,"Joli petit appartement de trois pièces avec mezzanine au 1er étage d'un chalet, le rez étant pris par le garage. L'emplacement est optimal avec places de parc, jardin, beau panorama et proche du télécabine et de la boulangerie. Le chalet nous semble convenable pour une famille de 4 personnes, au delà l'espace vital se réduit fortement.
Le contact avec Carine a été très agréable. Elle est très réactive et disponible.",Joli chalet de charme avec cheminée,231251786,Carine,Aigle,Gryon,46.28113,7.073580000000001,Entire home/apt,150,2019,01,03
583799,30947845,589503650,2020-01-06,127557798,Benedikt,"We thank Carine for her clean, cozy, warm and sunny Chalet. It is a real asset for skiing, being near the cable car. Great kitchen, comfortable mattresses: it was perfect for the 5 of us as a family. We hope to come back.",Joli chalet de charme avec cheminée,231251786,Carine,Aigle,Gryon,46.28113,7.073580000000001,Entire home/apt,150,2020,01,06
583807,30948721,366267598,2019-01-02,7467044,Ingolf,"Very nice place central in St. Sulpice, VD. Good communication, good vibes, flexible arrangements. Nice balcony with good views.",Bed in a quaint apartment with lake views,46176182,Juliana,Ouest lausannois,Saint-Sulpice (Vaud),46.51165,6.557519999999999,Shared room,110,2019,01,02
583809,30957311,367671689,2019-01-05,31358590,Nathanaël,"- Un appartement moderne, propre et agréable dans un petit immeuble des années 60.
- Pas en plein centre, mais à deux pas d’un des parkings longues durée les plus proches du centre (8 CHF par jour, au lieu de 3 CHF de l’heure). Parfait pour rayonner dans la région !
- Ensoleillé avec une belle vue dégagée sur des jardins partagés et sur les montagnes ! Et même une terrasse avec des fauteuils pour en profiter...",Appartement spacieux et équipé,231318553,Delya,Lausanne,Le Mont-sur-Lausanne,46.539609999999996,6.628889999999999,Entire home/apt,99,2019,01,05
583821,30978075,365274197,2019-01-01,232107107,Heleana,Chouette petit appartement cosy bien situé,Moder apartment with private entrance,24994132,Myrza,Riviera-Pays-d'Enhaut,Montreux,46.43421,6.913589999999999,Entire home/apt,110,2019,01,01
583836,31008501,366186818,2019-01-02,102739756,Anthony,"Appartement lumineux et agréable, idéalement situé. Séjour au top.",Designer urban jungle apartment in center Lausanne,231583938,Sheherazade,Lausanne,Lausanne,46.51508,6.62805,Entire home/apt,150,2019,01,02
583840,31008501,401634555,2019-01-15,232053826,Benjamin,"Merci pour ce séjour agréable,  Sheherazade est très accueillante , disponible et toujours de bons conseils . L'appartement est très agréable , lumineux et fonctionnel et les équipements de bonne qualité . Et en plus la situation est exceptionnelle .",Designer urban jungle apartment in center Lausanne,231583938,Sheherazade,Lausanne,Lausanne,46.51508,6.62805,Entire home/apt,150,2019,01,15
583936,31048161,586909821,2020-01-02,138136618,Silvio,"The place is exactely as described, or even better. The flat is very nice, perfect for two guests. The flat is very well equipped, quiet and comfortable. Access to the building is very easy with no barriers.",Modern one bedroom apartment in Gland,211308056,Alison,Nyon,Gland,46.41787,6.27035,Entire home/apt,95,2020,01,02
583940,31048161,594325325,2020-01-18,159235904,András,"The apartment has a very well equipped, stylish kitchen, modern look and a nice bathroom. An unexpected highlight is the adjustable, motorized bed mattress. It's very close to the train station, but in a quiet area.",Modern one bedroom apartment in Gland,211308056,Alison,Nyon,Gland,46.41787,6.27035,Entire home/apt,95,2020,01,18
583952,31063739,403114919,2019-01-20,48315959,Jérémy,The host canceled this reservation 11 days before arrival. This is an automated posting.,"Studio dans quartier de villas, à 15 min du Flon",97823847,Corinne,Lausanne,Jouxtens-Mézery,46.55747,6.596019999999999,Entire home/apt,51,2019,01,20
583953,31063739,406613804,2019-01-30,66322863,Lison,"Corinne est très sympathique, le logement était propre et tout était à disposition je n’ai manqué de rien. 

Il y vaut une place de parking à proximité et l’endroit est très calme

Excellent rapport qualité-prix 

Je recommande vivement !","Studio dans quartier de villas, à 15 min du Flon",97823847,Corinne,Lausanne,Jouxtens-Mézery,46.55747,6.596019999999999,Entire home/apt,51,2019,01,30
583957,31068537,367228589,2019-01-04,178830983,Gerardo,"très bel appartement, tout est impeccable et bien situé","Apparemment 2 pièces neuf, lumineux et bien situé",88693233,Guy,Lausanne,Lausanne,46.52878,6.6319,Entire home/apt,90,2019,01,04
583959,31096679,365296216,2019-01-01,38726609,Julien,L'appartement est magnifique et très agréable. David est disponible. Rien à redire. Je recommande vivement,"Grand appartement moderne, avec chat à s occuper",194010656,David,Lavaux-Oron,Bourg-en-Lavaux,46.50565,6.711310000000001,Entire home/apt,70,2019,01,01
583961,31131431,401638402,2019-01-15,105508013,Thomas,"Very good location, close to International School of Lausanne.  Many good restaurants nearby and easy access to freeways and trains.  House is very cozy.",Flat in an old farmhouse,162239147,Jacques,Lausanne,Le Mont-sur-Lausanne,46.56156,6.629060000000001,Entire home/apt,140,2019,01,15
583965,31131431,406904596,2019-01-31,229188966,Melinda,The place was perfectly fitting for our needs. Jacques was attentive and responsive and beyond having all needed amenities (and a little more) it was very comfortable. Free parking was also very useful. Thank you.,Flat in an old farmhouse,162239147,Jacques,Lausanne,Le Mont-sur-Lausanne,46.56156,6.629060000000001,Entire home/apt,140,2019,01,31
584081,31142545,406099024,2019-01-28,24452707,Laura,"Olivia's house is a wonderful place in a wonderful location. Just outside the centre of the little town of Château d'Oex (5/10 min walking or 2 min by car), the beautiful, lightful, warm (and very well-heated), clean, spatious and supertypical Swiss chalet  is situated in a special location since you can enjoy the view on the mountains all around the house. When it snows it is really magic! On the top of that, the two hosts are able to let you feel really welcome, with their kind touches and their delightful manners. We will surely go back!  Absolutely recommended.",Chalet de l'Arolle,36035922,Olivia,Riviera-Pays-d'Enhaut,Château-d'Oex,46.46536,7.119389999999999,Entire home/apt,80,2019,01,28
584125,31142545,598505764,2020-01-27,72077328,Mario,"Very nice and characteristic place.
Walking distance to the town centre and a short drive to the ski slopes.
The hot hair balloon festival was only few 100 meters away.
Olivia and her husband are fantastic hosts and always ready to help.
I would highly recommend.",Chalet de l'Arolle,36035922,Olivia,Riviera-Pays-d'Enhaut,Château-d'Oex,46.46536,7.119389999999999,Entire home/apt,80,2020,01,27
584177,31181796,400812993,2019-01-13,56651397,Valérie,Great stay at Andrew and Ivana's place. They were very welcoming and helpful for our last minute booking. Plus the location is good. We definitely recommend their place!!!,"Large, private room and balcony at train station",46304181,Andrew,Lausanne,Lausanne,46.51873,6.6269100000000005,Private room,80,2019,01,13
584181,31181796,404741929,2019-01-25,234495126,Stefan,The place has a great location next to the central station of Lausanne. The hosts are very friendly and helpful with everything possible. They gave us a lot of great advices and helped us making our vacation better that we planned it. I was feeling like home. Thanks for everything! Highly recommended!!!,"Large, private room and balcony at train station",46304181,Andrew,Lausanne,Lausanne,46.51873,6.6269100000000005,Private room,80,2019,01,25
584345,31189486,401850689,2019-01-16,233686729,Hajri,bien,Room in Morges (long term stay welcome),227482850,Dima,Morges,Morges,46.51376,6.49225,Private room,45,2019,01,16
584349,31189486,402402427,2019-01-18,25625456,Olivier,"Excellent accueil, parfaitement dans l'esprit B & B. un grand merci. Olivier",Room in Morges (long term stay welcome),227482850,Dima,Morges,Morges,46.51376,6.49225,Private room,45,2019,01,18
584373,31189486,585738978,2020-01-01,132732400,Juliana,Cute neighborhood and very nice and responsive host! The apartment is clean. Overall a great find for the price of this room.,Room in Morges (long term stay welcome),227482850,Dima,Morges,Morges,46.51376,6.49225,Private room,45,2020,01,01
584493,31197663,590295926,2020-01-08,283916763,Vladislav,"Если вы хотите наблюдать за озером с 23-го этажа самого высокого здания Монтрё - вам сюда! С каждой комнаты открывается завораживающий вид. Очень удобная гостиная. 
Тепло. 
Есть все необходимое для комфортного пребывания.","Apartment central top floor, 2 bedroom, 1 bath",134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.430659999999996,6.91172,Entire home/apt,140,2020,01,08
584497,31197663,594292890,2020-01-18,261551894,Katherin,"It is an excellent apartment with an incredible view, the accommodation was really good there","Apartment central top floor, 2 bedroom, 1 bath",134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.430659999999996,6.91172,Entire home/apt,140,2020,01,18
584501,31197663,595448022,2020-01-20,73623199,Dominic,"The view from the flat is stunning, both bedrooms have incredible views of the lake. The balcony over looks the town. The flat is perfectly located right in the heart of Montreux with easy access to amenities. We had help from Edgar who was thoughtful and friendly. Would recommend this apartment highly.","Apartment central top floor, 2 bedroom, 1 bath",134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.430659999999996,6.91172,Entire home/apt,140,2020,01,20
584519,31207182,406062585,2019-01-28,151419672,Bernard,À côté de la gare CFF,Grand studio idéalement situé,69524760,Virginie,Lausanne,Lausanne,46.51632,6.6306899999999995,Entire home/apt,59,2019,01,28
584523,31207182,406642964,2019-01-30,59689277,Anthony,"Studio très sympathique, juste à côté de la gare de Lausanne.
La décoration est sobre mais efficace, la literie est confortable et l'hôte de très bon conseil.
La proximité de la gare pourrait déranger les plus sensibles aux bruit, pour les autres c'est un très bon rapport qualité/prix :)",Grand studio idéalement situé,69524760,Virginie,Lausanne,Lausanne,46.51632,6.6306899999999995,Entire home/apt,59,2019,01,30
584583,31215522,588178913,2020-01-04,55167210,Séverine,"Très agréable logement, la terrasse et la vue sont un plus! Nos 3 enfants ont dormi dans la mezzanine et étaient ravis. Parking extérieur aisé , domaine skiable parfait avec des enfants. Possible de descendre skis au pieds si confirmés, sinon 200m en voiture, ce qui facilite aussi la remontée avec le matériel pour le retour. Nous avons eu un temps magnifique et de très belles vacances.",App duplex luxueuse vue splendide plein sud (75m2),202719869,Benjamin,Aigle,Ormont-Dessous,46.39844,7.10465,Entire home/apt,140,2020,01,04
584591,31216817,405403453,2019-01-27,227044633,Devanshu,"Jolanda place is just awesome to stay in Montreux. We stayed as two couples. The apartment is located at the heart of Montreux just 5minutes walk from main train station and golden pass railway! It is near to all major attractions. Apartment has big decorated living room with awesome ambience, music and stunning views. There are two terraces balconies with sofa seats to sit relax and enjoy the breathtaking views of Lake Geneva and Montreux town and even Chillon Castle is visible. We are short of words to describe how Jolanda is such a great host that anyone could ever dream of! Extremely helpful and gem of a person! She provided us with all help and useful information regarding travel in around montreux and golden pass train. Highly recommend her place and we would be very happy to visit her again.",Bel appartement centre-ville avec vue panoramique,9498626,Jolanda,Riviera-Pays-d'Enhaut,Montreux,46.43422,6.91425,Entire home/apt,160,2019,01,27
584887,31253914,588272846,2020-01-04,6293026,Pascal,Très beau Séjour. Tout y est ! Confortable et pratique. Le cadre est beau. Emplacement bien située proche des commerces.,Chalet Rose Blanche (2 bedroom apartment),158003927,Yasmine,Aigle,Gryon,46.27641,7.070180000000001,Entire home/apt,140,2020,01,04
